ContractNumber,VendorName,ContractStartDate,ContractStopDate,NDCWithDashes,SubItemIdentifier,PackageDescription,Generic,TradeName,VAClass,Covered,PrimeVendor,Price,PriceStartDate,PriceStopDate,PriceType,Non-TAA
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0467-02,,100,"NICOTINE POLACRILEX 4MG TAB,CHEWG GUM",NICORETTE 4MG CINNAMON,AD900,F,T,24.02,07/01/2018,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0474-02,,100,"NICOTINE POLACRILEX 2MG TAB,CHEWG GUM",NICORETTE 2MG WHITE ICE MINT,AD900,F,T,24.02,07/01/2018,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0475-02,,100,"NICOTINE POLACRILEX 4MG TAB,CHEWG GUM",NICORETTE 4MG WHITE ICE MINT,AD900,F,T,24.02,07/01/2018,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0508-02,,81,NICOTINE POLACRILEX 2MG LOZENGE,NICORETTE MINI LOZENGE 2MG,AD900,F,T,26.68,07/01/2018,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0509-02,,81,NICOTINE POLACRILEX 4MG LOZENGE,NICORETTE MINI LOZENGE 4MG,AD900,F,T,26.68,07/01/2018,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0576-14,,18.2ML,"FLUTICASONE PROPIONATE 50MCG/SPRAY SOLN,NASAL,144CT",FLONASE ALLERGY RELIEF,NT200,F,T,19.06,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0576-17,,11.1ML,"FLUTICASONE PROPIONATE 50MCG/SPRAY SOLN,NASAL,72CT",FLONASE ALLERGY RELIEF,NT200,F,T,11.81,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0615-02,,9.9ML,"FLUTICASONE FUROATE 27.5MCG/SPRAY SUSP,NASAL,9.9ML",FLONASE SENSIMIST,NT200,F,T,11.81,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00135-0615-03,,15.8ML,"FLUTICASONE FUROATE 27.5MCG/SPRAY SUSP,NASAL,15.8ML",FLONASE SENSIMIST,NT200,F,T,19.06,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-0147-72,,72,IBUPROFEN 125MG/ACETAMINOPHEN 250MG TAB,ADVIL DUAL ACTION W/ACETAMINOPHEN,MS102,F,T,9.01,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-0154-89,,50X2,IBUPROPHEN 200MG TAB,ADVIL TAB,MS102,F,T,8.60,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-0169-40,,80,"IBUPROFEN 200MG CAP,ORAL",ADVIL LIQUI-GEL,MS102,F,T,9.24,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-0171-30,,120ML,"IBUPROFEN 100MG/5ML SUSP,ORAL","ADVIL 100MG/5ML SUSP,ORAL GRAPE",MS102,F,T,4.17,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-0190-20,,2X10,CHLORPHENIRAMINE 4MG/IBUPROFEN 200MG/PHENYLEPHRINE 10MG TAB,ADVIL MULTI-SYMPTOM COLD AND FLU,RE599,F,T,6.81,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-0556-20,,48,"HAMAMELIS WATER 50% PAD,TOP",PREPARATION H (WITCH HAZEL),DE900,F,T,4.09,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-2450-42,,3X14,"ESOMEPRAZOLE 20MG (BASE) CAP,EC","NEXIUM 24HR 20MG (BASE) CAP,EC",GA900,F,T,22.13,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-2871-93,,28GM,"HEMORRHOIDAL OINT,RTL",PREPARATION H OINT,RS201,F,T,5.74,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0477,GlaxoSmithKline Consumer Healthcare,07/01/2018,06/30/2023,00573-2883-11,,12,"PHENYLEPHRINE HCL 0.25% SUPP,RTL","PRPARATION H(PE,CB) SUPP,RTL",RS201,F,T,6.35,10/15/2020,06/30/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-0083-20,,10,TECHNETIUM TC99M MEBROFENIN KIT,CHOLETEC,DX201,T,F,81.26,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-0091-01,,1,RUBIDIUM (RB-82) GENERATOR,CARDIOGEN  RUBIDIUM-82 GENERATOR,DX201,T,F,32189.72,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-0149-57,,10X300ML,DIATRIZOATE MEGLUMINE 30% INJ,CYSTOGRAFIN 30% INJ,DX102,T,T,27.43,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-0149-60,,10X100ML,DIATRIZOATE MEGLUMINE 30% SOLN,CYSTOGRAFIN 30% SOLN,DX102,T,T,53.40,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-0445-35,,24X30ML,"DIATRIZOATE MEGLUMINE 66%/DIATRIZOATE NA 10% SOLN,ORAL",GASTROGRAFIN ORAL SOLN,DX102,T,T,153.87,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-0445-40,,12X120ML,"DIATRIZOATE MEGLUMINE 66%/DIATRIZOATE NA 10% SOLN,ORAL",GASTROGRAFIN,DX102,T,T,130.65,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-0556-15,,10,SINCALIDE 5MCG/VIL INJ,KINEVAC 5MCG/VIL INJ LYOPHILIZED,DX101,T,T,280.37,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1111-01,,5X10ML,GADOTERIDOL 279.3MG/ML INJ,PROHANCE 279.3MG/ML INJ,DX900,T,T,56.54,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1111-02,,5X15ML,GADOTERIDOL 279.3MG/ML INJ,PROHANCE 279.3MG/ML INJ,DX900,T,T,81.24,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1111-03,,5X20ML,"GADOTERIDOL 279.3MG/ML INJ,SYRINGE,10ML",PROHANCE 279.3MG/ML INJ,DX900,T,T,106.09,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1111-04,,5X5ML,GADOTERIDOL 279.3MG/ML INJ,PROHANCE 279.3MG/ML INJ,DX900,T,T,29.93,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1111-16,,5X10ML,"GADOTERIDOL 279.3MG/ML INJ,SYRINGE,10ML",PROHANCE 279.3MG/ML INJ SYRINGE,DX900,T,T,61.59,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1111-45,,5X17ML,"GADOTERIDOL 279.3MG/ML INJ,SYRINGE,17ML",PROHANCE 279.3MG/ML INJ SYRINGE,DX900,T,T,69.19,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1111-70,,5X50ML,GADOTERIDOL 279.3MG/ML INJ,PROHANCE 279.3MG/ML INJ 50ML MULTIPACK,DX900,T,T,232.20,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1314-15,,10X200ML,IOPAMIDOL 410MG/ML INJ,ISOVUE 200 INJ,DX101,T,T,21.90,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1314-30,,10X50ML,IOPAMIDOL 410MG/ML INJ,ISOVUE-200,DX101,T,T,38.84,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1315-25,,10X30ML,IOPAMIDOL 612MG/ML INJ,ISOVUE 300 61%,DX101,T,T,32.16,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1315-30,,10X50ML,IOPAMIDOL 612MG/ML INJ,ISOVUE-300 INJECTION,DX101,T,T,25.68,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1315-35,,10X100ML,IOPAMIDOL 612MG/ML INJ,ISOVUE-300 INJECTION,DX101,T,T,68.06,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1315-45,,10X200ML,IOPAMIDOL 612MG/ML INJ,ISOVUE 300 IBP,DX101,T,T,131.57,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1315-47,,10X75,IOPAMIDOL 612MG/ML INJ,ISOVUE 300,DX101,T,T,13.34,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1315-50,,10X150ML,IOPAMIDOL 612MG/ML INJ,ISOVINE 300 INJECTION 150ML,DX101,T,T,99.54,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1315-95,,6X500ML,IOPAMIDOL 612MG/ML INJ,ISOVUE 300 IBP,DX101,T,T,204.15,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1316-04,,10,IOPAMIDOL 755MG/ML INJ,ISOVUE 370 125ML 10X125ML,DX101,T,T,91.76,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1316-30,,10X50ML,IOPAMIDOL 755MG/ML INJ,ISOVUE 370 INJECTION,DX101,T,T,37.59,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1316-35,,10X100ML,IOPAMIDOL 755MG/ML INJ,ISOVUE-370 INJECTION,DX101,T,T,75.16,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1316-37,,10X150ML,IOPAMIDOL 755MG/ML INJ,ISOVUE-370 INJ,DX101,T,T,105.60,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1316-45,,10X200ML,IOPAMIDOL 755MG/ML INJ,ISOVUE 370 IBP,DX101,T,T,139.48,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1316-52,,10X75ML,IOPAMIDOL 755MG/ML INJ,ISOVUE-370 INJ,DX101,T,T,61.12,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1316-95,,6X500ML,IOPAMIDOL 755MG/ML INJ,ISOVUE 370 IBP,DX101,T,T,221.61,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0504,Adamas Pharmaceuticals,07/01/2018,06/30/2023,70482-0170-60,,60,"AMANTADINE 137MG CAP,SA","GOCOVRI 137MG CAP,SA",AM800,T,T,2411.79,01/01/2021,06/30/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1317-02,,10X100ML,IOPAMIDOL 510MG/ML INJ,ISOVUE 250 51% INJ,DX101,T,T,68.85,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1317-05,,10X50ML,IOPAMIDOL 510MG/ML INJ,ISOVUE 250 51% INJ,DX101,T,T,38.93,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1317-09,,10X150ML,IOPAMIDOL 510MG/ML INJ,ISOVUE 250 INJ,DX101,T,T,91.88,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1317-41,,10X200ML,IOPAMIDOL 510MG/ML INJ,"ISOVUE-250, 51% INJ",DX101,T,T,111.73,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1410-30,,10X300ML,DIATRIZOATE MEGLUMINE 18% INJ,CYSTOGRAFIN-DILUTE 18% INJ,DX102,T,T,103.89,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1411-11,,10X10ML,IOPAMIDOL 408MG/ML INJ,ISOVUE-M 200 INJ,DX101,T,T,101.11,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1411-25,,10X20ML,IOPAMIDOL 410MG/ML INJ,ISOVUE-M 200 INJ,DX101,T,T,103.36,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-1412-15,,10X15ML,IOPAMIDOL 612MG/ML INJ,ISOVUE-M-300 INJ,DX101,T,T,106.82,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-5164-12,,5X5ML,"GADOBENOATE DIMEGLUMINE 529MG/ML INJ,SOLN",MULTIHANCE 529MG/ML INJ,DX102,T,T,32.15,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-5164-13,,5X10ML,"GADOBENOATE DIMEGLUMINE 529MG/ML INJ,SOLN",MULTIHANCE 529MG/ML INJ,DX102,T,T,65.77,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-5164-14,,5X15ML,"GADOBENOATE DIMEGLUMINE 529MG/ML INJ,SOLN",MULTIHANCE 529MG/ML INJ,DX102,T,T,101.07,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-5164-15,,5X20ML,"GADOBENOATE DIMEGLUMINE 529MG/ML INJ,SOLN",MULTIHANCE 529MG/ML INJ,DX102,T,T,134.94,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-5264-16,,5X50ML,GADOBENATE DIMEGLUMINE 529MG/ML INJ,MULTIHANCE 529MG/ML INJ 50ML MULTIPACK,DX102,T,T,248.79,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-5264-17,,5X100ML,GADOBENATE DIMEGLUMINE 529MG/ML INJ,MULTIHANCE 529MG/ML INJ 100ML MULTIPACK,DX102,T,T,565.93,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-7097-07,,20,SULFUR HEXAFLUORIDE LIPIDTYPE A MS INJ SUSP 60.7MG/25MG,LUMASON KIT FOR INJECTABLE SUSPENSION,DX900,T,T,1332.18,08/01/2021,07/14/2023,FSS,Compliant
36F79718D0501,"Bracco Diagnostics, Inc.",07/15/2018,07/14/2023,00270-7099-16,,5,SULFUR HEXAFLUORIDE LIPIDTYPE A MS INJ SUSP 60.7MG/25MG,LUMASON KIT FOR INJECTABLE SUSPENSION,DX900,T,T,333.05,01/01/2021,07/14/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-1433-80,,4X0.5ML,"DULAGLUTIDE 0.75MG/0.5ML INJ,SOLN,PEN",TRULICITY 0.75MG/0.5ML,HS509,T,T,733.94,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-1434-80,,4X0.5ML,"DULAGLUTIDE 1.5MG/0.5ML INJ,SOLN,PEN",TRULICITY 1.5MG/0.5ML,HS509,T,T,733.94,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-1436-11,,1X1ML,"GALCANEZUMAB-GNLM 120MG/ML INJ,PEN,1ML",EMGALITY 120MG/ML,CN105,T,T,585.81,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-1445-09,,3,IXEKIZUMAB 80MG/ML AUTO INJECTOR,TALTZ 80MG/ML AUTOINJECTOR (3 PACK),IM600,T,T,15724.66,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-1445-11,,1,IXEKIZUMAB 80MG/ML AUTO INJECTOR,TALTZ 80MG/ML AUTOINJECTOR,IM600,T,T,5241.56,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-1445-27,,2,IXEKIZUMAB 80MG/ML AUTO INJECTOR,TALTZ 80MG/ML AUTOINJECTOR (2 PACK),IM600,T,T,10483.13,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-2236-80,,4X0.5ML,"DULAGLUTIDE 3MG/0.5ML INJ,SOLN,PEN",TRULICITY 3MG/0.5ML,HS509,T,T,823.15,02/15/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-2377-11,,1X1ML,"GALCANEZUMAB-GNLM 120MG/ML INJ,SYRINGE,1ML",EMGALITY 120MG/ML SYRINGE,CN105,T,T,585.81,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-2980-26,,120,"SELPERCATINIB 80MG CAP,ORAL","RETEVMO 80MG CAP,ORAL",AN900,T,T,19668.34,08/15/2020,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-2980-60,,60,"SELPERCATINIB 80MG CAP,ORAL","RETEVMO 80MG CAP,ORAL",AN900,T,T,9834.17,08/15/2020,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3115-09,,3X1ML,"GALCANEZUMAB-GNLM 100MG/ML INJ,SYRINGE,1ML",EMGALITY 100MG/ML SYRINGE,CN105,T,T,1464.51,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3182-80,,4X0.5ML,"DULAGLUTIDE 4.5MG/0.5ML INJ,SOLN,PEN",TRULICITY 4.5MG/0.5ML,HS509,T,T,823.15,02/15/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3227-30,,30,ATOMOXETINE 10MG CAP,STRATTERA 10MG CAP,CN900,T,T,397.39,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3228-30,,30,ATOMOXETINE 25MG CAP,STRATTERA 25MG CAP,CN900,T,T,397.39,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3229-30,,30,ATOMOXETINE 40MG CAP,STRATTERA 40MG CAP,CN900,T,T,431.76,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3230-30,,30,FLUOXETINE HCL 25MG/OLANZAPINE 3MG CAP,SYMBYAX 3MG/25MG CAP,CN900,T,T,295.78,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3231-30,,30,FLUOXETINE HCL 25MG/OLANZAPINE 6MG CAP,SYMBYAX 6MG/25MG CAP,CN900,T,T,404.32,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3235-60,,60,"DULOXETINE HCL 20MG CAP,ORAL",CYMBALTA 20MG CAP,CN609,T,T,442.67,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3238-30,,30,ATOMOXETINE 18MG CAP,STRATTERA 18MG CAP,CN900,T,T,397.39,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3239-30,,30,ATOMOXETINE 60MG CAP,STRATTERA 60MG CAP,CN900,T,T,431.76,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3240-30,,30,"DULOXETINE HCL 30MG CAP,ORAL",CYMBALTA 30MG CAP,CN609,T,T,248.38,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3240-90,,90,"DULOXETINE HCL 30MG CAP,ORAL",CYMBALTA 30MG CAPSULES,CN609,T,T,745.15,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3250-30,,30,ATOMOXETINE 80MG CAP,STRATTERA 80MG CAP,CN900,T,T,465.83,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3251-30,,30,ATOMOXETINE 100MG CAP,STRATTERA 100MG CAP,CN900,T,T,465.83,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3270-30,,30,"DULOXETINE HCL 60MG CAP,ORAL",CYMBALTA 60MG CAP,CN609,T,T,248.38,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-3977-60,,60,"SELPERCATINIB 40MG CAP,ORAL","RETEVMO 40MG CAP,ORAL",AN900,T,T,6556.11,08/15/2020,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4112-30,,30,OLANZAPINE 2.5MG TAB,ZYPREXA 2.5MG TAB,CN709,T,T,354.23,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4115-30,,30,OLANZAPINE 5MG TAB,ZYPREXA 5MG TAB,CN709,T,T,418.11,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4116-30,,30,OLANZAPINE 7.5MG TAB,ZYPREXA 7.5MG TAB,CN709,T,T,508.82,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4117-30,,30,OLANZAPINE 10MG TAB,ZYPREXA 10MG TAB,CN709,T,T,630.12,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4182-30,,30,BARICITINIB 2MG TAB,OLUMIANT 2MG TAB,MS190,T,T,2086.53,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4184-02,,100,RALOXIFENE HCL 60MG TAB,EVISTA 60MG TAB,HS900,T,T,663.32,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4184-30,,30,RALOXIFENE HCL 60MG TAB,EVISTA 60MG TAB,HS900,T,T,198.99,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4415-30,,30,OLANZAPINE 15MG TAB,ZYPREXA 15MG TAB,CN709,T,T,945.19,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4420-30,,30,OLANZAPINE 20MG TAB,ZYPREXA 20MG TAB,CN709,T,T,1260.25,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4453-85,,30,"OLANZAPINE 5MG TAB,RAPID DISINTEGRATING",ZYPREXA ZYDIS 5MG TAB,CN709,T,T,448.57,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4454-85,,30,"OLANZAPINE 10MG,TAB RAPID DISINTEGRATING",ZYPREXA ZYDIS 10MG TAB,CN709,T,T,660.58,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4455-85,,30,"OLANZAPINE 15MG,TAB RAPID DISINTEGRATING",ZYPREXA ZYDIS 15MG TAB,CN709,T,T,975.65,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4456-85,,30,"OLANZAPINE 20MG TAB,RAPID DISINTEGRATING",ZYPREXA ZYDIS 20MG TAB,CN709,T,T,1290.71,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4462-30,,30,TADALAFIL 5MG TAB,CIALIS 5MG TAB,GU900,T,T,349.60,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4463-30,,30,TADALAFIL 10MG TAB,CIALIS 10MG TAB,GU900,T,T,2048.51,01/01/2021,07/31/2023,FSS,Compliant
36F79718D0503,Eli Lilly & Company,08/01/2018,07/31/2023,00002-4464-30,,30,TADALAFIL 20MG TAB,CIALIS 20MG TAB,GU900,T,T,2048.51,01/01/2021,07/31/2023,FSS,Compliant
