Contract Number,Vendor Name,Contract Start Date,Contract Stop Date,NDC With Dashes,Sub Item Identifier,Package Description,Generic,Trade Name,VA Class,Covered,Prime Vendor,Price,Price Start Date,Price Stop Date,Price Type
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0805-01,No Data,1,"ANTIHEMOPHILIC FACTOR,RECOMBINANT 1500UNT/VIL INJ",ELOCTATE 1500IU,BL500,T,T,1.09,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0805-01,No Data,1,"ANTIHEMOPHILIC FACTOR,RECOMBINANT 1500UNT/VIL INJ",ELOCTATE 1500IU,BL500,T,T,1.80,01/01/2017,12/31/2017,FSS
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0806-01,No Data,1,"ANTIHEMOPHILIC FACTOR,RECOMBINANT 2000UNT/VIL INJ",ELOCTATE 2000IU,BL500,T,T,1.30,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0806-01,No Data,1,"ANTIHEMOPHILIC FACTOR,RECOMBINANT 2000UNT/VIL INJ",ELOCTATE 2000IU,BL500,T,T,1.80,01/01/2017,12/31/2017,FSS
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0807-01,No Data,1,"ANTIHEMOPHILIC FACTOR,RECOMBINANT 3000UNT/VIL INJ",ELOCTATE 3000IU,BL500,T,T,1.08,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0807-01,No Data,1,"ANTIHEMOPHILIC FACTOR,RECOMBINANT 3000UNT/VIL INJ",ELOCTATE 3000IU,BL500,T,T,1.80,01/01/2017,12/31/2017,FSS
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0911-01,No Data,1,"FACTOR IX,RECOMBINANT 500 UNT/VIL INJ",ALPROLIX FACTOR IX  500IU/VIL,BL500,T,T,1.92,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0911-01,No Data,1,"FACTOR IX,RECOMBINANT 500 UNT/VIL INJ",ALPROLIX FACTOR IX  500IU/VIL,BL500,T,T,2.72,01/01/2017,12/31/2017,FSS
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0922-01,No Data,1,"FACTOR IX,RECOMBINANT 1000 UNT/VIL INJ",ALPROLIX FACTOR IX  1000IU/VIL,BL500,T,T,1.92,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0922-01,No Data,1,"FACTOR IX,RECOMBINANT 1000 UNT/VIL INJ",ALPROLIX FACTOR IX  1000IU/VIL,BL500,T,T,2.72,01/01/2017,12/31/2017,FSS
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0933-01,No Data,1,"FACTOR IX,RECOMBINANT 2000 UNT/VIL INJ",ALPROLIX FACTOR IX  2000IU/VIL,BL500,T,T,1.92,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0933-01,No Data,1,"FACTOR IX,RECOMBINANT 2000 UNT/VIL INJ",ALPROLIX FACTOR IX  2000IU/VIL,BL500,T,T,2.72,01/01/2017,12/31/2017,FSS
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0944-01,No Data,1,"FACTOR IX, RECOMBINANT 3000 UNT/VIL INJ",ALPROLIX FACTOR IX 3000 IU/VIL,BL500,T,T,1.75,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0944-01,No Data,1,"FACTOR IX, RECOMBINANT 3000 UNT/VIL INJ",ALPROLIX FACTOR IX 3000 IU/VIL,BL500,T,T,2.72,01/01/2017,12/31/2017,FSS
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0966-01,No Data,1,"FACTOR IX,RECOMBINANT 250 UNT/VIL INJ",ALPROLIX FACTOR IX 250IU/VIL,BL500,T,F,1.98,01/01/2017,02/14/2018,Big4
V797D-30092,Biogen U.S. Corporation,02/15/2013,02/14/2018,64406-0966-01,No Data,1,"FACTOR IX,RECOMBINANT 250 UNT/VIL INJ",ALPROLIX FACTOR IX 250IU/VIL,BL500,T,F,2.72,01/01/2017,12/31/2017,FSS
V797D-30096,"Cumberland Pharmaceuticals, Inc.",02/15/2013,02/14/2018,65224-0707-11,No Data,10X8,OMEPRAZOLE 50MG/AMOXACILLIN 500MG/CLARITHOMYCIN 500MG,"OMECLAMOX PAK (50MG,500MG,500MG)",AM111,T,T,207.33,01/01/2017,02/14/2018,FSS
V797D-30096,"Cumberland Pharmaceuticals, Inc.",02/15/2013,02/14/2018,66220-0160-10,No Data,100ML,"CONIVAPTAN HCL 0.2MG/ML/DEXTROSE 5% INJ,BAG,100ML",VAPRISOL 20MG BAG (100ML),HS900,T,T,380.43,01/01/2017,02/14/2018,FSS
V797D-30096,"Cumberland Pharmaceuticals, Inc.",02/15/2013,02/14/2018,66220-0207-30,No Data,4X30ML,"ACETYLCYSTEINE 20% SOLN,INHL,30ML","ACETADOTE 20% SOLN,INHL,30ML",RE400,T,T,369.66,01/01/2017,02/14/2018,FSS
V797D-30096,"Cumberland Pharmaceuticals, Inc.",02/15/2013,02/14/2018,66220-0247-04,No Data,25,"IBUPROFEN 100MG/ML INJ,VIL,4ML","CALDOLOR 100MG/ML INJ,VIL,4ML",MS102,T,T,128.53,01/01/2017,02/14/2018,FSS
V797D-30096,"Cumberland Pharmaceuticals, Inc.",02/15/2013,02/14/2018,66220-0287-08,No Data,25,"IBUPROFEN 100MG/ML INJ,VIL,8ML","CALDOLOR 100MG/ML INJ,VIL,8ML",MS102,T,T,168.76,01/01/2017,02/14/2018,FSS
V797D-30096,"Cumberland Pharmaceuticals, Inc.",02/15/2013,02/14/2018,66220-0719-30,No Data,30,LACTULOSE 10GM/PKT PWDR,KRISTALOSE 10GM,GA202,F,T,54.24,04/04/2016,02/14/2018,FSS
V797D-30096,"Cumberland Pharmaceuticals, Inc.",02/15/2013,02/14/2018,66220-0729-30,No Data,30,LACTULOSE 20GM/PKT PWDR,KRISTALOSE 20GM,GA202,F,T,54.28,05/30/2014,02/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0014-01,No Data,100,METHOTREXATE NA 2.5MG TAB,METHOTREXATE NA 2.5MG TAB,AN300,F,T,9.55,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0048-05,No Data,500,PIOGLITAZONE HCL 15MG TAB,PIOGLITAZONE HCL 15MG TAB,HS502,F,T,57.54,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0048-77,No Data,90,PIOGLITAZONE HCL 15MG TAB,PIOGLITAZONE HCL 15MG TAB,HS502,F,T,10.34,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0048-93,No Data,30,PIOGLITAZONE HCL 15MG TAB,PIOGLITAZONE HCL 15MG TAB,HS502,F,T,3.43,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0078-01,No Data,100,CARBIDOPA 10MG/LEVODOPA 100MG TAB,CARBIDOPA 10MG/LEVODOPA 100MG TAB,CN500,F,T,10.25,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0085-01,No Data,100,CARBIDOPA 25MG/LEVODOPA 100MG TAB,CARBIDOPA 25MG/LEVODOPA 100MG TAB,CN500,F,T,10.46,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0143-01,No Data,100,INDOMETHACIN 25MG CAP,INDOMETHACIN 25MG CAP,MS102,F,T,10.18,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0143-10,No Data,1000,INDOMETHACIN 25MG CAP,INDOMETHACIN 25MG CAP,MS102,F,T,110.30,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0144-05,No Data,500,TAMOXIFEN CITRATE 10MG TAB,TAMOXIFEN CITRATE 10MG TAB,AN500,F,T,34.12,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0144-91,No Data,60,TAMOXIFEN CITRATE 10MG TAB,TAMOXIFEN CITRATE 10MG TAB,AN500,F,T,4.69,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0147-01,No Data,100,INDOMETHACIN 50MG CAP,INDOMETHACIN 50MG CAP,MS102,F,T,11.85,02/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0147-05,No Data,500,INDOMETHACIN 50MG CAP,INDOMETHACIN 50MG CAP,MS102,F,T,65.22,02/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0214-01,No Data,100,HALOPERIDOL 2MG TAB,HALOPERIDOL 2MG TAB,CN709,F,T,3.62,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0214-10,No Data,1000,HALOPERIDOL 2MG TAB,HALOPERIDOL 2MG TAB,CN709,F,T,56.38,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0228-05,No Data,500,PIOGLITAZONE HCL 30MG TAB,PIOGLITAZONE HCL 30MG TAB,HS502,F,T,87.95,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0228-77,No Data,90,PIOGLITAZONE HCL 30MG TAB,PIOGLITAZONE HCL 30MG TAB,HS502,F,T,15.81,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0228-93,No Data,30,PIOGLITAZONE HCL 30MG TAB,PIOGLITAZONE HCL 30MG TAB,HS502,F,T,5.26,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0257-01,No Data,100,HALOPERIDOL 1MG TAB,HALOPERIDOL 1MG TAB,CN709,F,T,3.22,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0257-10,No Data,1000,HALOPERIDOL 1MG TAB,HALOPERIDOL 1MG TAB,CN709,F,T,30.35,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0274-93,No Data,30,TAMOXIFEN CITRATE 20MG TAB,TAMOXIFEN CITRATE 20MG TAB,AN500,F,T,4.69,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0315-93,No Data,30,ONDANSETRON HCL 4MG TAB,ONDANSETRON 4MG TAB,GA700,F,T,4.20,02/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0318-05,No Data,500,PIOGLITAZONE HCL 45MG TAB,PIOGLITAZONE HCL 45MG TAB,HS502,F,T,102.21,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0318-77,No Data,90,PIOGLITAZONE HCL 45MG TAB,PIOGLITAZONE HCL 45MG TAB,HS502,F,T,17.16,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0318-93,No Data,30,PIOGLITAZONE HCL 45MG TAB,PIOGLITAZONE HCL 45MG TAB,HS502,F,T,5.70,06/01/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0327-01,No Data,100,HALOPERIDOL 5MG TAB,HALOPERIDOL 5MG TAB,CN709,F,T,3.97,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0327-10,No Data,1000,HALOPERIDOL 5MG TAB,HALOPERIDOL 5MG TAB,CN709,F,T,62.68,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0334-01,No Data,100,HALOPERIDOL 10MG TAB,HALOPERIDOL 10MG TAB,CN709,F,T,17.34,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0335-01,No Data,100,HALOPERIDOL 20MG TAB,HALOPERIDOL 20MG TAB,CN709,F,T,35.13,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0344-93,No Data,30,ONDANSETRON HCL 8MG TAB,ONDANSETRON 8MG TAB,GA700,F,T,7.56,02/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0351-01,No Data,100,HALOPERIDOL 0.5MG TAB,HALOPERIDOL 0.5MG TAB,CN709,F,T,2.75,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0351-10,No Data,1000,HALOPERIDOL 0.5MG TAB,HALOPERIDOL 0.5MG TAB,CN709,F,T,26.13,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0353-01,No Data,100,NIFEDIPINE 30MG SA TAB,NIFEDIPINE 30MG SA TAB,CV200,F,T,8.04,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0355-01,No Data,100,"DICLOFENAC NA 100MG TAB,SA",DICLOFENAC NS ER 100MG TAB,MS102,F,T,10.94,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0360-01,No Data,100,NIFEDIPINE 60MG SA TAB,NIFEDIPINE 60MG SA TAB,CV200,F,T,14.22,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0390-01,No Data,100,NIFEDIPINE 90MG SA TAB,NIFEDIPINE 90MG SA TAB,CV200,F,T,23.93,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0407-01,No Data,100,FLUVOXAMINE MALEATE 25MG TAB,FLUVOXAMINE MALEATE 25MG TAB,CN609,F,T,18.43,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0412-01,No Data,100,FLUVOXAMINE MALEATE 50MG TAB,FLUVOXAMINE MALEATE 50MG TAB,CN609,F,T,18.43,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0414-01,No Data,100,FLUVOXAMINE MALEATE 100MG TAB,FLUVOXAMINE MALEATE 100MG TAB,CN609,F,T,22.63,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0421-01,No Data,100,METHYLDOPA 500MG TAB,METHYLDOPA 500MG TAB,CV490,F,T,10.25,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0460-01,No Data,100,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG TAB,MAXZIDE 75MG/50MG TAB,CV704,T,T,185.84,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0464-01,No Data,100,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG TAB,MAXZIDE 37.5MG/25MG TAB,CV704,T,T,83.72,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0480-01,No Data,100,"NIFEDIPINE 30MG TAB,SA",NIFEDIPINE ER 30MG TAB,CV200,F,T,25.20,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0480-30,No Data,300,"NIFEDIPINE 30MG TAB,SA",NIFEDIPINE ER 30MG TAB,CV200,F,T,82.37,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0481-01,No Data,100,"NIFEDIPINE 60MG TAB,SA",NIFEDIPINE ER 60MG TAB,CV200,F,T,51.17,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0481-30,No Data,300,"NIFEDIPINE 60MG TAB,SA",NIFEDIPINE ER 60MG TAB,CV200,F,T,142.00,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0494-01,No Data,100,"NIFEDIPINE 90MG TAB,SA",NIFEDIPINE ER 90MG TAB,CV200,F,T,84.53,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0523-01,No Data,100,BISOPROLOL FUMARATE 5MG TAB,BISOPROLOL FUMARATE 5MG TAB,CV100,F,T,29.85,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0523-93,No Data,30,BISOPROLOL FUMARATE 5MG TAB,BISOPROLOL FUMARATE 5MG TAB,CV100,F,T,8.99,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0524-01,No Data,100,BISOPROLOL FUMARATE 10MG TAB,BISOPROLOL FUMARATE 10MG TAB,CV100,F,T,29.85,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0524-93,No Data,30,BISOPROLOL FUMARATE 10MG TAB,BISOPROLOL FUMARATE 10MG TAB,CV100,F,T,8.99,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0611-01,No Data,100,METHYLDOPA 250MG TAB,METHYLDOPA 250MG TAB,CV490,F,T,8.02,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0722-19,No Data,150,TIZANIDINE HCL 2MG TAB,TIZANIDINE HCL 2MG TAB,MS200,F,T,6.59,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0724-19,No Data,150,TIZANIDINE HCL 4MG TAB,TIZANIDINE HCL 4MG TAB,MS200,F,T,8.12,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0734-01,No Data,100,FLUOXETINE HCL 10MG TAB,FLUOXETINE HCL 10MG TAB,CN609,F,T,7.57,08/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0734-93,No Data,30,FLUOXETINE HCL 10MG TAB,FLUOXETINE HCL 10MG TAB,CN609,F,T,2.27,08/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0735-01,No Data,100,FLUOXETINE HCL 20MG TAB,FLUOXETINE HCL 20MG TAB,CN609,F,T,28.55,08/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0735-93,No Data,30,FLUOXETINE HCL 20MG TAB,FLUOXETINE HCL 20MG TAB,CN609,F,T,8.56,08/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0761-01,No Data,100,CYCLOBENZAPRINE HCL 7.5MG TAB,CYCLOBENZAPRINE HCL 7.5MG TAB,MS200,F,T,309.60,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0771-01,No Data,100,CYCLOBENZAPRINE HCL 5MG TAB,CYCLOBENZAPRINE HCL 5MG TAB,MS200,F,T,2.75,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0781-05,No Data,500,FEXOFENADINE HCL 60MG TAB,FEXOFENADINE HCL 60MG TAB,AH106,F,T,101.09,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0782-05,No Data,500,FEXOFENADINE HCL 180MG TAB,FEXOFENADINE HCL 180MG TAB,AH106,F,T,155.55,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0825-01,No Data,100,CLOZAPINE (MYLAN) 25MG TAB,CLOZAPINE 25MG TAB,CN709,F,T,20.05,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0860-01,No Data,100,CLOZAPINE (MYLAN) 100MG TAB,CLOZAPINE 100MG TAB,CN709,F,T,50.88,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0860-05,No Data,500,CLOZAPINE (MYLAN) 100MG TAB,CLOZAPINE 100MG TAB,CN709,F,T,228.95,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0871-99,No Data,4,CLONIDINE 0.1MG/24HRS PATCH,CLONIDINE 0.1MG/24HRS PATCH,CV490,F,T,48.22,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0872-99,No Data,4,CLONIDINE 0.2MG/24HRS PATCH,CLONIDINE 0.2MG/24HRS PATCH,CV490,F,T,90.62,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0873-99,No Data,4,CLONIDINE 0.3MG/24HRS PATCH,CLONIDINE 0.3MG/24HRS PATCH,CV490,F,T,109.88,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0972-01,No Data,100,CLOZAPINE (MYLAN) 50MG TAB,CLOZAPINE (MYLAN) 50MG TAB,CN709,F,T,60.03,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-0973-01,No Data,100,CLOZAPINE (MYLAN) 200MG TAB,CLOZAPINE (MYLAN) 200MG TAB,CN709,F,T,148.99,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1001-01,No Data,100,THIOTHIXENE HCL 1MG CAP,THIOTHIXENE HCL 1MG CAP,CN701,F,T,15.15,09/23/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-4094-93,No Data,30,ROPINIROLE HCL 12MG TAB SA,ROPINIROLE HCL 128MG TAB SA,CN500,F,T,172.07,11/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1005-01,No Data,100,AZATHIOPRINE 50MG TAB,AZATHIOPRINE 50MG TAB,IM600,F,T,8.66,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1043-01,No Data,100,"DIVALPROEX NA 125MG TAB,EC",DIVALPROEX SODIUM 125MG EC TAB,CN400,F,T,3.79,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1044-01,No Data,100,"DIVALPROEX NA 250MG TAB,EC",DIVALPROEX SODIUM 250MG EC TAB,CN400,F,T,6.29,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1045-01,No Data,100,"DIVALPROEX NA 500MG TAB,EC",DIVALPROEX SODIUM 500MG EC TAB,CN400,F,T,11.30,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1105-01,No Data,100,GLIPIZIDE 5MG TAB,GLIPIZIDE 5MG TAB,HS502,F,T,2.30,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1105-05,No Data,500,GLIPIZIDE 5MG TAB,GLIPIZIDE 5MG TAB,HS502,F,T,7.60,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1110-01,No Data,100,GLIPIZIDE 10MG TAB,GLIPIZIDE 10MG TAB,HS502,F,T,3.50,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1110-05,No Data,500,GLIPIZIDE 10MG TAB,GLIPIZIDE 10MG TAB,HS502,F,T,12.70,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1133-01,No Data,100,CARBIDOPA 25MG/LEVODOPA 250MG TAB,CARBIDOPA 25MG/LEVODOPA 250MG TAB,CN500,F,T,15.16,03/15/2013,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1145-01,No Data,100,BUSPIRONE HCL 7.5MG TAB,BUSPIRONE HCL 7.5MG TAB,CN309,F,T,74.00,02/15/2014,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1352-01,No Data,100,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG TAB,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG T,CV704,T,T,0.76,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1352-05,No Data,500,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG TAB,HYDROCHLOROTHIAZIDE 25MG/TRIAMTERENE 37.5MG T,CV704,T,T,10.06,01/01/2017,03/14/2018,FSS
V797D-30107,"Mylan Pharmaceuticals, Inc.",03/15/2013,03/14/2018,00378-1355-01,No Data,100,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG TAB,HYDROCHLOROTHIAZIDE 50MG/TRIAMTERENE 75MG TAB,CV704,T,T,1.16,01/01/2017,03/14/2018,FSS
